,Log_Observed,Log_Trend,Log_Seasonal,Log_Residual,Trend,Seasonal,Residual
2003-01-01,141.0,,0.8233333346097782,,,2.2780808011471296,
2003-02-01,157.0,,0.8438594442293782,,,2.325324139659737,
2003-03-01,185.0,,1.012370203629064,,,2.7521163668117086,
2003-04-01,199.0,,1.0805564217875425,,,2.9463184908536855,
2003-05-01,203.0,,1.1857930472996667,,,3.273281659596461,
2003-06-01,189.0,,1.1209126141547059,,,3.0676525093136613,
2003-07-01,207.0,176.16666666666666,1.2360237586410796,0.9506481114381645,3.2226358096072265e+76,3.441900392892941,2.587386030500811
2003-08-01,207.0,176.79166666666666,1.2301349405850288,0.9518221367902235,6.020676323575019e+76,3.421691230154738,2.5904254711372503
2003-09-01,171.0,177.75,0.9619638908087422,1.000063854420671,1.5697993983709781e+77,2.6168305999042647,2.7184554083122836
2003-10-01,150.0,178.625,0.8364099250857622,1.0039910460068038,3.765752993236554e+77,2.30806595536569,2.7291522941310564
2003-11-01,138.0,179.29166666666666,0.7655329367547276,1.005437551125188,7.334685295130305e+77,2.1501399579777916,2.7331028834783795
2003-12-01,165.0,180.41666666666663,0.9031094824145235,1.0126675352079875,2.2592421227571045e+78,2.4672631069168904,2.752934779580385
2004-01-01,145.0,182.54166666666666,0.8233333346097782,0.9647844421868145,1.8916402694704808e+79,2.2780808011471296,2.6242219239634914
2004-02-01,168.0,185.125,0.8438594442293782,1.0754100603600958,2.504759095563055e+80,2.325324139659737,2.9311946208496664
2004-03-01,197.0,187.58333333333331,1.012370203629064,1.0373674643780773,2.9268910974468427e+81,2.7521163668117086,2.8217787947638655
2004-04-01,208.0,189.5,1.0805564217875425,1.0157964060770879,1.989776606685963e+82,2.9463184908536855,2.7615618464677545
2004-05-01,210.0,190.83333333333331,1.1857930472996667,0.9280174847783634,7.548551630376032e+82,3.273281659596461,2.5294894520791074
2004-06-01,209.0,192.70833333333331,1.1209126141547059,0.9675513745185267,4.922273980215508e+83,3.0676525093136613,2.6314930231312723
2004-07-01,238.0,195.58333333333331,1.2360237586410796,0.9845058356008114,8.724939394135495e+84,3.441900392892941,2.6764889320249545
2004-08-01,238.0,198.5,1.2301349405850288,0.9746836739347629,1.6123326841102515e+86,3.421691230154738,2.650328710317271
2004-09-01,199.0,202.0,0.9619638908087422,1.0241013454499328,5.339312554208246e+87,2.6168305999042647,2.7845919496129783
2004-10-01,168.0,205.95833333333331,0.8364099250857622,0.975238269864234,2.796196376942691e+89,2.30806595536569,2.651798979496739
2004-11-01,152.0,211.04166666666666,0.7655329367547276,0.9408307408597452,4.510568524460246e+91,2.1501399579777916,2.562108983098801
2004-12-01,196.0,216.0,0.9031094824145235,1.0047590298591407,6.421080152185614e+93,2.4672631069168904,2.7312490440555046
2005-01-01,183.0,219.375,0.8233333346097782,1.013183845621167,1.876514685495276e+95,2.2780808011471296,2.7543565154708256
2005-02-01,200.0,222.79166666666666,0.8438594442293782,1.0638023320108085,5.717306136146209e+96,2.325324139659737,2.897366821730506
2005-03-01,249.0,225.875,1.012370203629064,1.0889096012525978,1.248148042342055e+98,2.7521163668117086,2.9710326953578923
2005-04-01,251.0,228.75,1.0805564217875425,1.015465492998185,2.212395341688499e+99,2.9463184908536855,2.7606481607181794
2005-05-01,289.0,232.0,1.1857930472996667,1.0505118561870015,5.705842789336087e+100,3.273281659596461,2.8591141988797766
2005-06-01,249.0,235.25,1.1209126141547059,0.9442738405475682,1.471556250510427e+102,3.0676525093136613,2.570945784001919
2005-07-01,279.0,238.08333333333331,1.2360237586410796,0.9480874333823663,2.50194581452728e+103,3.441900392892941,2.580769043473039
2005-08-01,279.0,241.04166666666663,1.2301349405850288,0.9409343588623387,4.820207588486735e+104,3.421691230154738,2.562374477468817
2005-09-01,232.0,243.54166666666663,0.9619638908087422,0.9902752865060769,5.87221498360767e+105,2.6168305999042647,2.691975434868001
2005-10-01,204.0,245.58333333333331,0.8364099250857622,0.9931437182481149,4.523624151336144e+106,2.30806595536569,2.69970826790395
2005-11-01,194.0,247.5,0.7655329367547276,1.023912030697539,3.0752772187595124e+107,2.1501399579777916,2.7840648351743638
2005-12-01,232.0,250.58333333333331,0.9031094824145235,1.0251688476066307,6.713653508925092e+108,2.4672631069168904,2.787566094695424
2006-01-01,215.0,254.70833333333331,0.8233333346097782,1.0252259885516941,4.153590346632407e+110,2.2780808011471296,2.7877253834074116
2006-02-01,239.0,259.0,0.8438594442293782,1.0935232509279025,3.0357836172167243e+112,2.325324139659737,2.984771668422089
2006-03-01,270.0,262.79166666666663,1.012370203629064,1.0148756217611146,1.3457696304456688e+114,2.7521163668117086,2.7590202139591877
2006-04-01,279.0,265.625,1.0805564217875425,0.9720482151583468,2.2880829007003687e+115,2.9463184908536855,2.643353074295388
2006-05-01,307.0,268.625,1.1857930472996667,0.9637914014251482,4.59573735853316e+116,3.273281659596461,2.621617258109064
2006-06-01,305.0,271.75,1.1209126141547059,1.0012868903631262,1.0459850015761636e+118,3.0676525093136613,2.721782210969532
2006-07-01,322.0,274.75,1.2360237586410796,0.9481812255627645,2.1009170370258542e+119,3.441900392892941,2.5810111107805636
2006-08-01,339.0,277.0,1.2301349405850288,0.9948719237414843,1.993294586140637e+120,3.421691230154738,2.7043779524880684
2006-09-01,263.0,280.41666666666663,0.9619638908087422,0.9749742724625768,6.073107477696446e+121,2.6168305999042647,2.6510990038563755
2006-10-01,241.0,286.375,0.8364099250857622,1.0061500722922658,2.3500778816588433e+124,2.30806595536569,2.7350509710790663
2006-11-01,229.0,293.0833333333333,0.7655329367547276,1.0206585530637893,1.9251935787808254e+127,2.1501399579777916,2.775021661361004
2006-12-01,272.0,297.79166666666663,0.9031094824145235,1.0113837263921368,2.1344087376017048e+129,2.4672631069168904,2.749402805315853
2007-01-01,247.0,301.25,0.8233333346097782,0.995850620862734,6.779734289018308e+130,2.2780808011471296,2.707026015019158
2007-02-01,261.0,305.0,0.8438594442293782,1.0140761127577376,2.882816376419849e+132,2.325324139659737,2.7568152340257375
2007-03-01,330.0,308.25,1.012370203629064,1.0574783877162122,7.434881426671868e+133,2.7521163668117086,2.8791018495536016
2007-04-01,362.0,310.79166666666663,1.0805564217875425,1.0779329719463655,9.442910095358482e+134,2.9463184908536855,2.9385991022186264
2007-05-01,385.0,312.25,1.1857930472996667,1.0397989699122396,4.0593077161206814e+135,3.273281659596461,2.82864831377175
2007-06-01,340.0,313.04166666666663,1.1209126141547059,0.9689581353598792,8.959183651124437e+135,3.0676525093136613,2.635197509522778
2007-07-01,370.0,313.83333333333326,1.2360237586410796,0.9538406692536369,1.9773561727240365e+136,3.441900392892941,2.5956596099071096
2007-08-01,381.0,313.79166666666663,1.2301349405850288,0.9870310512738972,1.8966591938266436e+136,3.421691230154738,2.683256184615028
2007-09-01,299.0,313.29166666666663,0.9619638908087422,0.9921185616202044,1.1503819520817056e+136,2.6168305999042647,2.696942062218991
2007-10-01,266.0,312.75,0.8364099250857622,1.0168693111159879,6.692666975885324e+135,2.30806595536569,2.7645263301084073
2007-11-01,239.0,312.5833333333333,0.7655329367547276,0.9987762393946276,5.665220285865753e+135,2.1501399579777916,2.714957336848904
2007-12-01,281.0,314.16666666666663,0.9031094824145235,0.9903890122286108,2.7596228434744457e+136,2.4672631069168904,2.6922815991284206
2008-01-01,257.0,317.625,0.8233333346097782,0.9827493065845663,8.765663898885905e+137,2.2780808011471296,2.671791728149372
2008-02-01,250.0,321.04166666666663,0.8438594442293782,0.922801925577838,2.6706950062193065e+139,2.325324139659737,2.516331094020258
2008-03-01,329.0,323.37499999999994,1.012370203629064,1.0049630678469166,2.754089728233279e+140,2.7521163668117086,2.731806379471433
2008-04-01,350.0,325.4583333333333,1.0805564217875425,0.9952339890449787,2.211863164410818e+141,2.9463184908536855,2.705357291193784
2008-05-01,393.0,327.7083333333333,1.1857930472996667,1.0113376269499998,2.0985573410101889e+142,3.273281659596461,2.749276062301732
2008-06-01,370.0,330.66666666666663,1.1209126141547059,0.9982505315519544,4.043046000947501e+143,3.0676525093136613,2.713530437583329
2008-07-01,423.0,334.3333333333333,1.2360237586410796,1.023608468683874,1.5816915082066783e+145,3.441900392892941,2.783219827109488
2008-08-01,410.0,338.8333333333333,1.2301349405850288,0.9836599156338153,1.4237933217116093e+147,3.421691230154738,2.674225793947709
2008-09-01,326.0,343.20833333333326,0.9619638908087422,0.9874179219599611,1.13105913032345e+149,2.6168305999042647,2.6842944586019897
2008-10-01,289.0,347.75,0.8364099250857622,0.9935998710063164,1.0614659855607972e+151,2.30806595536569,2.700940028190762
2008-11-01,270.0,352.95833333333326,0.7655329367547276,0.9992552607213656,1.9402447118406137e+153,2.1501399579777916,2.7162581708531794
2008-12-01,321.0,358.4583333333333,0.9031094824145235,0.9915758683275657,4.747622276057422e+155,2.4672631069168904,2.695478846925664
2009-01-01,305.0,365.04166666666663,0.8233333346097782,1.0148029043859996,3.4322704247346873e+158,2.2780808011471296,2.7588195925457595
2009-02-01,310.0,371.8333333333333,0.8438594442293782,0.9879688656830771,3.0560809544746027e+161,2.325324139659737,2.685773761253788
2009-03-01,374.0,377.79166666666663,1.012370203629064,0.977867188041007,1.18259528290011e+164,2.7521163668117086,2.6587795136413064
2009-04-01,414.0,382.91666666666663,1.0805564217875425,1.0005726388963645,1.9888194662324734e+166,2.9463184908536855,2.719838868133494
2009-05-01,454.0,387.125,1.1857930472996667,0.9889987322341367,1.3373691684207111e+168,3.273281659596461,2.6885411746028383
2009-06-01,441.0,391.8333333333333,1.1209126141547059,1.0040733823194192,1.482704113465809e+170,3.0676525093136613,2.729377011718603
2009-07-01,510.0,396.875,1.2360237586410796,1.0396558812846362,2.2941536717580092e+172,3.441900392892941,2.828243595322554
2009-08-01,486.0,401.5,1.2301349405850288,0.9840064956848844,2.340100363971745e+174,3.421691230154738,2.6751527878894708
2009-09-01,393.0,406.8333333333333,0.9619638908087422,1.004193141988785,4.846985505155589e+176,2.6168305999042647,2.7297039005807617
2009-10-01,345.0,412.5833333333333,0.8364099250857622,0.999742689631558,1.5228775762600236e+179,2.30806595536569,2.7175824763393694
2009-11-01,315.0,418.75,0.7655329367547276,0.9826341491707266,7.25795543084082e+181,2.1501399579777916,2.6714840692385824
2009-12-01,389.0,425.54166666666663,0.9031094824145235,1.0122018083181434,6.4624568043269636e+184,2.4672631069168904,2.751652962339095
2010-01-01,358.0,431.83333333333326,0.8233333346097782,1.0069111843096898,3.490067033884768e+187,2.2780808011471296,2.7371334436383377
2010-02-01,368.0,438.04166666666663,0.8438594442293782,0.9955481753487777,1.7341181231314593e+190,2.325324139659737,2.7062074109425573
2010-03-01,444.0,443.66666666666663,1.012370203629064,0.9885230829725017,4.80822893633629e+192,2.7521163668117086,2.6872626760608114
2010-04-01,482.0,447.625,1.0805564217875425,0.9965182473167692,2.518068046175468e+194,2.9463184908536855,2.708833900627523
2010-05-01,534.0,451.2083333333333,1.1857930472996667,0.9980567712237153,9.063362603579974e+195,3.273281659596461,2.713004713968891
2010-06-01,524.0,454.70833333333326,1.1209126141547059,1.028079304979597,3.00137348883044e+197,3.0676525093136613,2.795691004855353
2010-07-01,578.0,457.95833333333326,1.2360237586410796,1.0211159347163725,7.740644249538871e+198,3.441900392892941,2.776291195663148
2010-08-01,567.0,460.91666666666663,1.2301349405850288,1.0000181725266202,1.4912997689542398e+200,3.421691230154738,2.7183312269567805
2010-09-01,447.0,464.49999999999994,0.9619638908087422,1.0003754713941748,5.367682806346788e+201,2.6168305999042647,2.719302657160932
2010-10-01,386.0,469.0,0.8364099250857622,0.9840004211639605,4.831834079584997e+203,2.30806595536569,2.675136537667242
2010-11-01,360.0,473.8333333333333,0.7655329367547276,0.9924599969012413,6.070186136262903e+205,2.1501399579777916,2.6978630506099623
2010-12-01,428.0,479.20833333333326,0.9031094824145235,0.9889606347531575,1.310795219166197e+208,2.4672631069168904,2.688438749907651
2011-01-01,397.0,485.04166666666663,0.8233333346097782,0.994113015865157,4.47630145741497e+210,2.2780808011471296,2.702326357343683
2011-02-01,400.0,491.7083333333333,0.8438594442293782,0.9640117056625359,3.5173523229561216e+213,2.325324139659737,2.622194875123236
2011-03-01,498.0,497.91666666666663,1.012370203629064,0.9879462675130265,1.7476754312902374e+216,2.7521163668117086,2.6857130683673907
2011-04-01,536.0,502.625,1.0805564217875425,0.9869002406410762,1.9375992898335942e+218,2.9463184908536855,2.6829052091316603
2011-05-01,596.0,506.66666666666663,1.1857930472996667,0.9920076628484503,1.1029034561042658e+220,3.273281659596461,2.6966429912404073
2011-06-01,591.0,510.33333333333326,1.1209126141547059,1.0331462136283076,4.314699932879806e+221,3.0676525093136613,2.809892464151952
2011-07-01,651.0,513.375,1.2360237586410796,1.0259340735445686,9.035031001646903e+222,3.441900392892941,2.7897000289415876
2011-08-01,654.0,515.625,1.2301349405850288,1.0310768310998684,8.572198741693559e+223,3.421691230154738,2.8040837340950038
2011-09-01,509.0,516.9583333333333,0.9619638908087422,1.0235368230186592,3.2520075153203924e+224,2.6168305999042647,2.78302042861664
2011-10-01,437.0,517.3333333333333,0.8364099250857622,1.0099312185454363,4.7316430150650395e+224,2.30806595536569,2.7454121750798692
2011-11-01,406.0,517.9166666666666,0.7655329367547276,1.0240054448048923,8.479112921348175e+224,2.1501399579777916,2.7843249182532803
2011-12-01,470.0,519.25,0.9031094824145235,1.0022612747123498,3.216693846511308e+225,2.4672631069168904,2.7244355654415013
2012-01-01,428.0,521.5,0.8233333346097782,0.9968131464510782,3.051914148213929e+226,2.2780808011471296,2.709632851198931
2012-02-01,423.0,525.2083333333333,0.8438594442293782,0.9544180493049341,1.2447467937156966e+228,2.325324139659737,2.5971587247236765
2012-03-01,507.0,527.4166666666666,1.012370203629064,0.9495432597299925,1.1327863238706788e+229,2.7521163668117086,2.584528931251443
2012-04-01,536.0,528.0416666666666,1.0805564217875425,0.9393969543796499,2.1163234702059039e+229,2.9463184908536855,2.558438098139782
2012-05-01,610.0,528.9166666666665,1.1857930472996667,0.9725986964121753,5.076796086719079e+229,3.273281659596461,2.6448085911906647
2012-06-01,609.0,529.25,1.1209126141547059,1.026560783575975,7.085239698254658e+229,3.0676525093136613,2.7914489098977175
2012-07-01,687.0,530.4166666666666,1.2360237586410796,1.047882907284821,2.275262153418654e+230,3.441900392892941,2.8516076052943107
2012-08-01,707.0,532.8333333333333,1.2301349405850288,1.0786369005987835,2.5502129148611202e+231,3.421691230154738,2.9406683945562837
2012-09-01,509.0,536.7083333333333,0.9619638908087422,0.9858723207198592,1.2287613945481703e+233,2.6168305999042647,2.6801488143397205
2012-10-01,452.0,542.3333333333333,0.8364099250857622,0.9964441434298752,3.407014790002032e+235,2.30806595536569,2.708633172943979
2012-11-01,412.0,549.4166666666666,0.7655329367547276,0.9795610443149926,4.0609402443661783e+238,2.1501399579777916,2.6632869203735168
2012-12-01,472.0,555.5833333333333,0.9031094824145235,0.9407026929365696,1.9354230281136737e+241,2.4672631069168904,2.5617809313681854
2013-01-01,454.0,561.0833333333333,0.8233333346097782,0.9827720241087784,4.735824004978034e+243,2.2780808011471296,2.6718524253320886
2013-02-01,455.0,567.5833333333333,0.8438594442293782,0.9499738425026121,3.1499937124817795e+246,2.325324139659737,2.585642024506769
2013-03-01,568.0,573.8333333333333,1.012370203629064,0.9777396086482759,1.6317371406902038e+249,2.7521163668117086,2.658440329802444
2013-04-01,610.0,579.4583333333333,1.0805564217875425,0.9742270264599536,4.524354847404193e+251,2.9463184908536855,2.649118720694669
2013-05-01,706.0,584.875,1.1857930472996667,1.0179647586755893,1.0185564497142717e+254,3.273281659596461,2.7675563830592274
2013-06-01,661.0,591.7083333333333,1.1209126141547059,0.9966026032350142,9.455055073144617e+256,3.0676525093136613,2.7090624164367787
2013-07-01,767.0,598.625,1.2360237586410796,1.0366059447923461,9.53968927850229e+259,3.441900392892941,2.8196307729292065
2013-08-01,783.0,604.2916666666666,1.2301349405850288,1.0533250253976836,2.7576318946029806e+262,3.421691230154738,2.867168694932154
2013-09-01,583.0,607.7916666666666,0.9619638908087422,0.9971374860034604,9.132022652548267e+263,2.6168305999042647,2.710511834841884
2013-10-01,513.0,612.75,0.8364099250857622,1.0009557242398066,1.300001298851913e+266,2.30806595536569,2.720880998140021
2013-11-01,481.0,620.5416666666665,0.7655329367547276,1.012535474490253,3.146455720508706e+269,2.1501399579777916,2.7525712490420977
2013-12-01,567.0,627.8333333333333,0.9031094824145235,0.9999960552020666,4.6190453010847983e+272,2.4672631069168904,2.718271105407656
2014-01-01,525.0,635.8333333333333,0.8233333346097782,1.0028600066166802,1.3769179982776294e+276,2.2780808011471296,2.7260672603609826
2014-02-01,520.0,642.875,0.8438594442293782,0.9585321654080408,1.5742186511298308e+279,2.325324139659737,2.607865747119807
2014-03-01,587.0,647.9583333333333,1.012370203629064,0.8948529356846396,2.5393857015749235e+281,2.7521163668117086,2.446975900164062
2014-04-01,710.0,653.1666666666666,1.0805564217875425,1.0059743026255847,4.6417216809843486e+283,2.9463184908536855,2.7345702743287155
2014-05-01,793.0,657.5833333333333,1.1857930472996667,1.0169825248975413,3.844262703793249e+285,3.273281659596461,2.7648393303060765
2014-06-01,749.0,660.75,1.1209126141547059,1.0112834254649943,9.121765799427783e+286,3.0676525093136613,2.749127051494805
2014-07-01,871.0,,1.2360237586410796,,,3.441900392892941,
2014-08-01,848.0,,1.2301349405850288,,,3.421691230154738,
2014-09-01,640.0,,0.9619638908087422,,,2.6168305999042647,
2014-10-01,581.0,,0.8364099250857622,,,2.30806595536569,
2014-11-01,519.0,,0.7655329367547276,,,2.1501399579777916,
2014-12-01,605.0,,0.9031094824145235,,,2.4672631069168904,
